CONTROL,SMSA,AGE1,BEDRMS,BUILT,STATUS,TYPE,VALUE,VACANCY,TENURE,NUNITS,PER,ZINC2,ROOMS,ZADEQ,ZSMHC,METRO,WEIGHT,STRUCTURETYPE,OWNRENT,UTILITY,OTHERCOST,COST06,COST12,COST08,COSTMED,TOTSAL,ASSISTED,IPOV,LMED,L50,L80,FMR,GLMED,GL50,GL80,APLMED,ABL50,ABL80,ABLMED,BURDEN,INCRELAMIPCT,INCRELAMICAT,INCRELPOVPCT,INCRELPOVCAT,INCRELFMRPCT,INCRELFMRCAT,COST06RELAMIPCT,COST06RELAMICAT,COST06RELPOVPCT,COST06RELPOVCAT,COST06RELFMRPCT,COST06RELFMRCAT,COST08RELAMIPCT,COST08RELAMICAT,COST08RELPOVPCT,COST08RELPOVCAT,COST08RELFMRPCT,COST08RELFMRCAT,COST12RELAMIPCT,COST12RELAMICAT,COST12RELPOVPCT,COST12RELPOVCAT,COST12RELFMRPCT,COST12RELFMRCAT,COSTMedRELAMIPCT,COSTMedRELAMICAT,COSTMedRELPOVPCT,COSTMedRELPOVCAT,COSTMedRELFMRPCT,COSTMedRELFMRCAT,FMTZADEQ,FMTMETRO,FMTBUILT,FMTSTRUCTURETYPE,FMTBEDRMS,FMTOWNRENT,FMTCOST06RELPOVCAT,FMTCOST08RELPOVCAT,FMTCOST12RELPOVCAT,FMTCOSTMEDRELPOVCAT,FMTINCRELPOVCAT,FMTCOST06RELFMRCAT,FMTCOST08RELFMRCAT,FMTCOST12RELFMRCAT,FMTCOSTMEDRELFMRCAT,FMTINCRELFMRCAT,FMTCOST06RELAMICAT,FMTCOST08RELAMICAT,FMTCOST12RELAMICAT,FMTCOSTMEDRELAMICAT,FMTINCRELAMICAT,FMTASSISTED,FMTBURDEN,FMTSTATUS
'000000003789','7600',28,2,1980,'1',1,-6,-6,'2',4,2,130200,4,'2',1395,'7',836.28301191,2,'2',129.33333333,10.333333333,1395,1395,1395,1395,130000,0,14366,84300,33720,51200,987,94736.34,37894.536,57538.56,75789.072,42631.353,64730.88,85262.706,0.1285714286,171.79257717,7,906.30655715,4,329.78723404,3,65.444791302,4,388.41709592,4,141.33738602,3,65.444791302,4,388.41709592,4,141.33738602,3,65.444791302,4,388.41709592,4,141.33738602,3,65.444791302,4,388.41709592,4,141.33738602,3,'2 Moderately Inadequ','-5','1980-1989','2 2-4 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','7 120% AMI +','0 Not Assisted','1 Less than 30%','-5'
'000000003795','7600',78,3,2000,'1',1,-6,-6,'3',1,1,20000,6,'1',135,'7',643.63142802,1,'2',100,35.416666667,135,135,135,135,0,0,10289,84300,29505,44800,1395,94736.34,33157.719,50346.24,66315.438,49262.8968,74800.128,98525.7936,0.081,30.158890001,2,194.38235008,3,35.842293907,1,5.480798279,1,52.483234522,1,9.6774193548,1,5.480798279,1,52.483234522,1,9.6774193548,1,5.480798279,1,52.483234522,1,9.6774193548,1,5.480798279,1,52.483234522,1,9.6774193548,1,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','2 Renter','1 LTE Poverty','1 LTE Poverty','1 LTE Poverty','1 LTE Poverty','3 150-200% Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','2 30 - 50% AMI','0 Not Assisted','1 Less than 30%','-5'
'000000003798','7600',58,3,1960,'1',1,240000,-6,'1',1,3,27800,6,'1',1207,'7',764.2112801,1,'1',343.58333333,95,2033.6124677,2960.3865427,2323.5148129,1982.0011663,26300,-9,16781,84300,37935,57600,1395,94736.34,42631.353,64730.88,85262.706,49262.8968,74800.128,98525.7936,0.5210071942,32.605111079,2,165.66354806,3,49.82078853,1,82.561627503,5,484.74166442,4,145.77867152,3,94.33122954,5,553.844184,4,166.56020164,3,120.18727014,7,705.65199754,4,212.21408908,3,80.466285785,5,472.43934599,4,142.07893665,3,'1 Adequate','-5','1960-1979','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','1 LTE 50% FMR','5 80 - 100% AMI','5 80 - 100% AMI','7 120% AMI +','5 80 - 100% AMI','2 30 - 50% AMI','.','3 Greater than 50%','-5'
'000000003801','7600',84,3,1975,'1',2,4000,-6,'1',1,2,41000,6,'1',467,'7',524.19023432,6,'1',306.66666667,35,368.25048557,383.69672016,373.08219133,367.39029722,27000,-9,12968,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.1366829268,54.097508939,3,316.16286243,4,73.476702509,2,14.950419463,1,113.58744157,2,26.39788427,1,15.146579497,1,115.07778881,2,26.744243106,1,15.577513507,1,118.35185693,2,27.50514123,1,14.915497101,1,113.32211512,2,26.336222023,1,'1 Adequate','-5','1960-1979','6 Mobile Home','3 3BR','1 Owner','2 100-150% Poverty','2 100-150% Poverty','2 100-150% Poverty','2 100-150% Poverty','4 200%+ Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','2 50.1 - 100% FMR','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','3 50 - 60% AMI','.','1 Less than 30%','-5'
'000000003804','7600',44,3,1960,'1',1,215000,-6,'1',1,2,58450,6,'1',1680,'7',704.75058827,1,'1',416.16666667,116.66666667,1961.7135995,2791.9487084,2221.4177838,1915.4784753,56335,-9,14366,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.3449101796,77.121936524,5,406.86342754,4,104.74910394,3,79.642640889,5,546.21010706,4,140.62463079,3,90.186242714,5,618.52089205,4,159.24141819,3,113.34894575,6,777.37678084,4,200.13969236,3,77.765563933,5,533.33662128,4,137.31028497,3,'1 Adequate','-5','1960-1979','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','5 80 - 100% AMI','6 100 - 120% AMI','5 80 - 100% AMI','5 80 - 100% AMI','.','2 30% to 50%','-5'
'000000003805','7600',-9,2,1985,'3',1,-6,1,'-6',18,-6,-6,4,'-6',-6,'7',643.63142802,3,'2',222.33333333,10.416666667,1042.75,1042.75,1042.75,1042.75,-9,-9,11161,84300,29505,44800,987,94736.34,33157.719,50346.24,-9,42631.353,64730.88,85262.706,-9,-9,-9,-9,-9,-9,-9,48.919395075,2,373.71203297,4,105.64842958,3,48.919395075,2,373.71203297,4,105.64842958,3,48.919395075,2,373.71203297,4,105.64842958,3,48.919395075,2,373.71203297,4,105.64842958,3,'-5','-5','1980-1989','3 5-19 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','.','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','.','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','.','.','.','-5'
'000000003810','7600',63,3,1970,'1',1,290000,-6,'1',1,2,61000,7,'1',1582,'7',729.09838226,1,'1',315.33333333,72.5,2315.160204,3435.0122113,2665.4588712,2252.7965481,60000,-9,14366,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.3112131148,80.48653769,5,424.61367117,4,109.31899642,3,93.992044901,5,644.62208102,4,165.96130494,3,108.21364736,6,742.15755845,4,191.07232051,3,139.45636308,7,956.42829216,4,246.2374345,3,91.460173658,5,627.25784438,4,161.49079198,3,'1 Adequate','-5','1960-1979','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','5 80 - 100% AMI','.','2 30% to 50%','-5'
'000000003819','7600',67,3,1975,'1',2,10000,-6,'1',1,2,19801,6,'1',279,'7',581.61533282,6,'1',37.333333333,33.333333333,137.12621393,175.74180039,149.20547832,134.97574304,0,-9,12968,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,0.1690823696,26.126457915,1,152.69123998,3,35.485663082,1,5.5671193875,1,42.2967964,1,9.829836124,1,6.0575194724,1,46.022664502,1,10.695733213,1,7.1348544972,1,54.20783479,1,12.597978523,1,5.4798134826,1,41.633480271,1,9.6756805045,1,'1 Adequate','-5','1960-1979','6 Mobile Home','3 3BR','1 Owner','1 LTE Poverty','1 LTE Poverty','1 LTE Poverty','1 LTE Poverty','3 150-200% Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','.','1 Less than 30%','-5'
'000000003820','7600',47,4,1970,'1',1,425000,-6,'1',1,3,140000,7,'1',2938,'7',711.6575139,1,'1',477.91666667,106.25,3408.6974254,5049.8598499,3922.0661618,3317.3024125,105000,-9,17268,84300,37935,57600,1704,94736.34,42631.353,64730.88,85262.706,54947.0772,83430.912,109894.1544,0.2518285714,164.19840112,7,810.74820477,4,205.39906103,3,124.07201981,7,789.59866235,4,200.04092872,3,142.75795408,7,908.5165999,4,230.16820198,3,183.80813347,7,1169.7613736,4,296.35327758,3,120.74536378,7,768.42770731,4,194.67737162,3,'1 Adequate','-5','1960-1979','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5'
'000000003821','7600',92,3,1970,'1',2,100000,-6,'1',1,1,14600,5,'1',686,'7',581.61533282,6,'1',228,25,917.59547264,1303.7513372,1038.3881165,896.09076372,0,-9,10289,84300,29505,44800,1395,94736.34,33157.719,50346.24,66315.438,49262.8968,74800.128,98525.7936,0.5638356164,22.015989701,1,141.89911556,2,26.164874552,1,37.253005091,2,356.72872879,4,65.777453236,2,42.157005939,2,403.68864476,4,74.436424121,2,52.930356188,3,506.85249771,4,93.458877221,2,36.379946041,2,348.36845708,4,64.235897041,2,'1 Adequate','-5','1960-1979','6 Mobile Home','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 100-150% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','1 LTE 50% FMR','2 30 - 50% AMI','2 30 - 50% AMI','3 50 - 60% AMI','2 30 - 50% AMI','1 LTE 30% AMI','.','3 Greater than 50%','-5'
'000000003822','7600',28,3,1985,'1',1,-6,-6,'2',12,5,112000,5,'1',1354,'7',836.28301191,3,'2',154.16666667,0,1354,1354,1354,1354,112000,0,25603,84300,45522,69120,1395,94736.34,51157.6236,77677.056,102315.2472,49262.8968,74800.128,98525.7936,0.1450714286,109.46560074,6,437.44873648,4,200.71684588,3,54.970376813,3,211.53771042,4,97.0609319,2,54.970376813,3,211.53771042,4,97.0609319,2,54.970376813,3,211.53771042,4,97.0609319,2,54.970376813,3,211.53771042,4,97.0609319,2,'1 Adequate','-5','1980-1989','3 5-19 units','3 3BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 GT FMR','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','6 100 - 120% AMI','0 Not Assisted','1 Less than 30%','-5'
'000000003824','7600',38,3,1990,'1',1,-6,-6,'2',2,4,7348,6,'1',1205,'7',720.86719938,2,'2',304.66666667,0,1205,1205,1205,1205,3000,0,21756,84300,42150,64000,1395,94736.34,47368.17,71923.2,94736.34,49262.8968,74800.128,98525.7936,1.967882417,7.7562633304,1,33.774590917,1,13.168458781,1,48.921199453,2,221.54807869,4,86.379928315,2,48.921199453,2,221.54807869,4,86.379928315,2,48.921199453,2,221.54807869,4,86.379928315,2,48.921199453,2,221.54807869,4,86.379928315,2,'1 Adequate','-5','1990-1999','2 2-4 units','3 3BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','1 LTE Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','1 LTE 50% FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','1 LTE 30% AMI','0 Not Assisted','3 Greater than 50%','-5'
'000000003829','7600',51,3,1970,'1',1,-6,-6,'2',1,5,135000,6,'1',1737,'7',836.28301191,1,'2',226.33333333,10.416666667,1737,1737,1737,1737,135000,0,25603,84300,45522,69120,1395,94736.34,51157.6236,77677.056,102315.2472,49262.8968,74800.128,98525.7936,0.1544,131.94514375,7,527.28195915,4,241.93548387,3,70.519604523,4,271.37444831,4,124.51612903,3,70.519604523,4,271.37444831,4,124.51612903,3,70.519604523,4,271.37444831,4,124.51612903,3,70.519604523,4,271.37444831,4,124.51612903,3,'1 Adequate','-5','1960-1979','1 Single Family','3 3BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','7 120% AMI +','0 Not Assisted','1 Less than 30%','-5'
'000000003831','7600',48,3,1975,'1',1,-6,-6,'2',1,3,143055,7,'1',1618,'7',836.28301191,1,'2',305.83333333,11.666666667,1618,1618,1618,1618,143000,0,17268,84300,37935,57600,1395,94736.34,42631.353,64730.88,85262.706,49262.8968,74800.128,98525.7936,0.1357240222,167.7814448,7,828.43988881,4,256.37096774,3,65.688382336,4,374.79731295,4,115.98566308,3,65.688382336,4,374.79731295,4,115.98566308,3,65.688382336,4,374.79731295,4,115.98566308,3,65.688382336,4,374.79731295,4,115.98566308,3,'1 Adequate','-5','1960-1979','1 Single Family','3 3BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','7 120% AMI +','0 Not Assisted','1 Less than 30%','-5'
'000000003839','7600',49,2,1950,'1',1,150000,-6,'1',1,2,52000,4,'1',1307,'7',764.2112801,1,'1',265.33333333,37.5,1299.7265423,1878.9603392,1480.9155081,1267.4694789,52000,-9,14366,84300,33720,51200,987,94736.34,37894.536,57538.56,75789.072,42631.353,64730.88,85262.706,0.3016153846,68.611474752,4,361.96575247,4,131.71225937,3,60.975148609,4,361.88961222,4,131.68455342,3,69.475416746,4,412.3389971,4,150.04209808,3,88.149223844,5,523.16868695,4,190.37085503,3,59.461846257,3,352.90811051,4,128.41636058,3,'1 Adequate','-5','1940-1959','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','4 60 - 80% AMI','5 80 - 100% AMI','3 50 - 60% AMI','4 60 - 80% AMI','.','2 30% to 50%','-5'
'000000003840','7600',42,3,1950,'1',1,-6,-6,'2',1,3,74200,6,'1',1483,'7',732.53079653,1,'2',276.33333333,6.6666666667,1483,1483,1483,1483,73000,0,17268,84300,37935,57600,1395,94736.34,42631.353,64730.88,85262.706,49262.8968,74800.128,98525.7936,0.2398382749,87.025152591,5,429.69654853,4,132.97491039,3,60.207584057,4,343.52559648,4,106.30824373,3,60.207584057,4,343.52559648,4,106.30824373,3,60.207584057,4,343.52559648,4,106.30824373,3,60.207584057,4,343.52559648,4,106.30824373,3,'1 Adequate','-5','1940-1959','1 Single Family','3 3BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','5 80 - 100% AMI','0 Not Assisted','1 Less than 30%','-5'
'000000003846','7600',17,2,1970,'1',1,150000,-6,'1',2,4,10200,4,'1',2173,'7',752.85373095,2,'1',217.33333333,442.75,1656.9765423,2236.2103392,1838.1655081,1624.7194789,10200,-9,21832,84300,42150,64000,987,94736.34,47368.17,71923.2,94736.34,42631.353,64730.88,85262.706,2.5564705882,10.76672373,1,46.720410407,1,25.835866261,1,77.73511398,5,303.58676114,4,167.88009547,3,86.235382117,5,336.78371346,4,186.23764013,3,104.90918921,6,409.71241099,4,226.56639708,3,76.221811628,5,297.67670922,4,164.61190262,3,'1 Adequate','-5','1960-1979','2 2-4 units','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','1 LTE Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','1 LTE 50% FMR','5 80 - 100% AMI','5 80 - 100% AMI','6 100 - 120% AMI','5 80 - 100% AMI','1 LTE 30% AMI','.','3 Greater than 50%','-5'
'000000003849','7600',25,2,1980,'1',1,-6,-6,'2',16,2,32000,4,'2',892,'7',730.69268398,3,'2',70.083333333,10.833333333,892,892,892,892,32000,0,14366,84300,33720,51200,987,94736.34,37894.536,57538.56,75789.072,42631.353,64730.88,85262.706,0.3345,42.222446001,2,222.74815537,4,81.053698075,2,41.84713537,2,248.36419323,4,90.374873354,2,41.84713537,2,248.36419323,4,90.374873354,2,41.84713537,2,248.36419323,4,90.374873354,2,41.84713537,2,248.36419323,4,90.374873354,2,'2 Moderately Inadequ','-5','1980-1989','3 5-19 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','0 Not Assisted','2 30% to 50%','-5'
'000000003852','7600',32,2,1985,'1',1,-6,-6,'2',8,3,51400,4,'1',1199,'7',686.54018988,3,'2',84,14.666666667,1199,1199,1199,1199,33000,0,17285,84300,37935,57600,987,94736.34,42631.353,64730.88,85262.706,42631.353,64730.88,85262.706,0.279922179,60.284270124,4,297.36765982,4,130.19250253,3,56.249680839,3,277.46601099,4,121.47922999,3,56.249680839,3,277.46601099,4,121.47922999,3,56.249680839,3,277.46601099,4,121.47922999,3,56.249680839,3,277.46601099,4,121.47922999,3,'1 Adequate','-5','1980-1989','3 5-19 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','4 60 - 80% AMI','0 Not Assisted','1 Less than 30%','-5'
'000000003853','7600',57,3,1970,'1',1,155000,-6,'1',1,2,0,6,'3',821,'7',643.63142802,1,'1',588,33.333333333,1651.4563159,2249.997906,1838.6849139,1618.1240171,0,-9,14366,84300,33720,51200,1395,94736.34,37894.536,57538.56,75789.072,49262.8968,74800.128,98525.7936,-1,0,1,0,1,0,1,67.046658771,4,459.82356005,4,118.3839653,3,74.647860087,4,511.95459109,4,131.80537017,3,91.346552972,5,626.47860394,4,161.29017248,3,65.693417245,4,450.54267495,4,115.9945532,3,'3 Severely Indadequa','-5','1960-1979','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','1 LTE Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','1 LTE 50% FMR','4 60 - 80% AMI','4 60 - 80% AMI','5 80 - 100% AMI','4 60 - 80% AMI','1 LTE 30% AMI','.','4 No Income','-5'
'000000003861','7600',23,2,1990,'1',1,-6,-6,'2',22,3,33000,5,'1',1073,'7',720.86719938,4,'2',198,0,1073,1073,1073,1073,33000,0,17268,84300,37935,57600,987,94736.34,42631.353,64730.88,85262.706,42631.353,64730.88,85262.706,0.3901818182,38.703908834,2,191.10493398,3,83.58662614,2,50.338538399,3,248.55223535,4,108.71327254,3,50.338538399,3,248.55223535,4,108.71327254,3,50.338538399,3,248.55223535,4,108.71327254,3,50.338538399,3,248.55223535,4,108.71327254,3,'1 Adequate','-5','1990-1999','4 20-49 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','3 50 - 60% AMI','2 30 - 50% AMI','0 Not Assisted','2 30% to 50%','-5'
'000000003865','7600',50,2,1970,'1',1,325000,-6,'1',1,2,100500,5,'1',1183,'7',643.63142802,1,'1',221,54.166666667,2435.1019527,3690.1085127,2827.6780453,2365.2116487,58000,-9,14366,84300,33720,51200,987,94736.34,37894.536,57538.56,75789.072,42631.353,64730.88,85262.706,0.1412537313,132.60486947,7,699.56842545,4,254.55927052,3,114.23995634,6,678.01808513,4,246.71752307,3,132.65720397,7,787.32508569,4,286.49220317,3,173.11711935,7,1027.4560804,4,373.87117656,3,110.96113458,6,658.55816476,4,239.63643858,3,'1 Adequate','-5','1960-1979','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5'
'000000003867','7600',51,3,1970,'1',1,400000,-6,'1',1,3,111000,7,'1',2258,'7',664.56253137,1,'1',244.16666667,100,3002.5485572,4547.1720156,3485.7191326,2916.5297215,111000,-9,17268,84300,37935,57600,1395,94736.34,42631.353,64730.88,85262.706,49262.8968,74800.128,98525.7936,0.2441081081,130.18587517,7,642.80750521,4,198.92473118,3,121.89898493,7,695.51738643,4,215.23645571,3,141.51498832,7,807.44015118,4,249.87233926,3,184.60838931,7,1053.3175853,4,325.96215166,3,118.40674873,6,675.59178168,4,209.07023093,3,'1 Adequate','-5','1960-1979','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5'
'000000003869','7600',31,2,1960,'1',9,270000,-6,'1',8,2,105000,4,'2',702,'7',764.2112801,3,'1',98,395.83333333,2288.2411095,3330.8619439,2614.3812479,2230.1783954,105000,-9,14366,84300,33720,51200,987,94736.34,37894.536,57538.56,75789.072,42631.353,64730.88,85262.706,0.0802285714,138.54240094,7,730.8923848,4,265.95744681,3,107.35015187,6,637.12685771,4,231.83800501,3,122.65063452,7,727.93575048,4,264.8815854,3,156.26348729,7,927.42919222,4,337.47334791,3,104.62620763,6,620.96015463,4,225.95525789,3,'2 Moderately Inadequ','-5','1960-1979','3 5-19 units','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5'
'000000003872','7600',58,3,1960,'1',1,298000,-6,'1',1,4,63000,7,'1',1965,'7',704.75058827,1,'1',248,68.333333333,2296.8278418,3447.5723183,2656.7899205,2232.7438092,63000,-9,22128,84300,42150,64000,1395,94736.34,47368.17,71923.2,94736.34,49262.8968,74800.128,98525.7936,0.3742857143,66.500352452,4,284.70715835,4,112.90322581,3,93.247778389,5,415.18941464,4,164.64715712,3,107.86170092,6,480.25848165,4,190.45089036,3,139.96628466,7,623.20540822,4,247.13780059,3,90.646062422,5,403.60517158,4,160.05331966,3,'1 Adequate','-5','1960-1979','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','4 60 - 80% AMI','.','2 30% to 50%','-5'
'000000003873','7600',21,2,1975,'1',1,-6,-6,'2',2,3,27096,4,'1',948,'7',720.86719938,2,'2',198,0,948,948,948,948,15000,1,17268,84300,37935,57600,987,94736.34,42631.353,64730.88,85262.706,42631.353,64730.88,85262.706,0.4198405669,31.77942769,2,156.91452397,3,68.632218845,2,44.474309788,2,219.59694232,4,96.048632219,2,44.474309788,2,219.59694232,4,96.048632219,2,44.474309788,2,219.59694232,4,96.048632219,2,44.474309788,2,219.59694232,4,96.048632219,2,'1 Adequate','-5','1960-1979','2 2-4 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','1 Assisted','2 30% to 50%','-5'
'000000003874','7600',35,2,1970,'1',1,-6,-6,'2',4,3,45500,4,'2',1005,'7',730.69268398,2,'2',130,0,1005,1005,1005,1005,38000,0,17285,84300,37935,57600,987,94736.34,42631.353,64730.88,85262.706,42631.353,64730.88,85262.706,0.2650549451,53.364480363,3,263.23401793,4,115.24822695,3,47.148398035,2,232.57159387,4,101.82370821,3,47.148398035,2,232.57159387,4,101.82370821,3,47.148398035,2,232.57159387,4,101.82370821,3,47.148398035,2,232.57159387,4,101.82370821,3,'2 Moderately Inadequ','-5','1960-1979','2 2-4 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','3 50 - 60% AMI','0 Not Assisted','1 Less than 30%','-5'
